,Client Birthdate,Client Monthly Income,Loan Start Date,Loan Due Date,Loan Amount,Loan Purpose,Client IBAN,Client Status,Paid in time
9259,13/12/1967,2768.19,21/1/2017,22/12/2017,5000,radio/television,CH8824106102300837,male : single,YES
9260,10/7/1955,None,30/9/2016,21/5/2016,1000,None,CH2554254176601323,female : divorced/separated/married,YES
9261,19/2/1947,2160.02,10/1/2013,12/11/2017,5000,domestic appliances,DE9770093870525186,female : divorced/separated/married,YES
9262,10/5/1983,2072.43,7/3/2017,7/7/2018,2000,radio/television,DE8073610581544150,female : divorced/separated/married,YES
9263,7/1/1998,2345.58,16/2/2015,16/1/2017,5000,repairs,BE7991101838909546,male : divorced/separated,YES
9264,23/6/1951,3108.9,25/12/2013,26/4/2015,500,others,BE9570903818218073,male : single,YES
9265,5/11/1998,9932.91,12/2/2016,11/9/2016,500,busines,CH3466972575706270,male : divorced/separated,YES
9266,25/10/1982,-4001.61,14/1/2017,15/6/2018,1500,others,DE9248070747387273,None,YES
9267,4/3/1957,1871.32,5/1/2014,6/10/2014,10000,education,CH8099476640262355,male : married/widowed,YES
9268,8/6/1996,1710.04,10/3/2017,10/3/2018,4000,radio/television,DE4595581602553600,None,YES
9269,1/5/1958,3631.33,25/1/2017,25/1/2018,10000,vacation,FR1420910461170315,female : divorced/separated/married,YES
9270,29/1/1960,3070.96,11/2/2017,13/4/2018,1000,car (new),DE9268801326180527,male : single,YES
9271,12/5/1991,2605.89,9/6/2013,9/3/2014,8000,others,DE9015125105233847,None,YES
9272,2/10/1966,2521.63,7/3/2014,30/9/2013,1000,others,FR5711993839427627,female : divorced/separated/married,YES
9273,29/9/1947,3586.44,2/1/2015,2/10/2016,3000,retraining,CH7297440715445219,female : single,YES
9274,1/3/1952,None,10/10/2013,10/8/2015,6000,radio/television,FR1887493026090821,female : single,YES
9275,1/1/1949,None,30/7/2014,29/11/2015,4000,vacation,DE9432023211689903,male : married/widowed,YES
9276,13/11/1963,3044.88,2/10/2014,1/2/2015,6000,education,ES2569283484606026,female : single,YES
9277,2/7/1966,3751.74,18/5/2015,17/12/2015,8000,retraining,FR4776634798687348,female : divorced/separated/married,YES
9278,4/5/1958,4896.85,24/11/2014,24/10/2015,6000,domestic appliances,CH6445266169315362,None,YES
9279,25/7/1975,3368.75,1/2/2013,2/1/2014,1000,radio/television,CH7557766467076567,male : divorced/separated,YES
9280,5/4/1942,3458.52,10/8/2015,9/7/2016,2000,retraining,DE5266884726354256,None,YES
9281,7/9/1982,2067.81,13/8/2017,13/4/2018,2000,None,CH468031532825094,female : divorced/separated/married,YES
9282,24/6/1978,4099.07,15/3/2016,14/12/2016,8000,retraining,DE8699710767527522,None,YES
9283,7/4/1966,3058.56,23/1/2015,23/10/2016,500,domestic appliances,FR9633704397370766,female : divorced/separated/married,YES
9284,11/7/1946,3593.4,9/1/2016,10/5/2016,5000,education,CH2969606560477032,male : married/widowed,YES
9285,20/3/1984,2294.02,18/7/2015,16/11/2015,8000,None,FR4781124553671718,None,YES
9286,3/8/1987,4486.98,9/4/2013,9/3/2014,2000,car (used),CH4460322604394573,female : divorced/separated/married,YES
9287,26/11/1998,3518.03,28/4/2016,28/4/2017,500,car (used),DE7567113161496503,female : single,YES
9288,20/7/1986,None,7/8/2017,6/11/2018,5000,business,CH2408684130997076,male : married/widowed,YES
9289,28/5/1967,388.93,23/10/2015,22/2/2016,6000,education,DE4155667890789784,female : single,YES
9290,2/12/1961,3159.04,6/10/2013,5/11/2013,6000,business,ES3948207795258559,male : divorced/separated,YES
9291,1/10/1963,13313.56,18/2/2014,19/11/2014,2000,radio/television,CH5585531749507425,female : single,YES
9292,24/5/1965,7246.74,26/12/2014,25/8/2016,10000,radio/television,DE8642226277103210,female : divorced/separated/married,YES
9293,8/12/1940,3832.99,20/1/2014,20/1/2014,3000,others,CH7814074558509058,male : divorced/separated,YES
9294,8/7/1953,3054.73,25/12/2015,24/1/2017,1000,others,DE9532315007217238,None,YES
9295,22/4/1981,3526.26,4/7/2017,3/6/2019,4000,others,DE160019202396024,female : single,YES
9296,11/1/1951,1791.05,6/4/2015,5/10/2015,2000,others,CH4390373686347586,female : single,YES
9297,11/10/1951,8745.27,23/9/2014,24/5/2015,6000,None,DE5789142463416868,male : divorced/separated,YES
9298,10/5/1974,None,1/5/2014,20/3/2013,5000,None,ES8322762020510632,male : single,YES
9299,25/5/1945,None,20/2/2015,20/2/2016,500,repairs,CH9514543640226552,male : married/widowed,YES
9300,13/6/1981,4605.34,2/2/2014,2/1/2016,10000,vacation,ES6423497927797483,female : single,YES
9301,31/8/1959,3095.2,23/3/2013,23/3/2014,3000,domestic appliances,BE6086092250665188,male : divorced/separated,YES
9302,31/3/1940,10916.6,18/6/2013,17/11/2014,10000,others,BE8919826986899686,male : divorced/separated,YES
9303,27/5/1979,2202.53,28/7/2014,28/10/2014,1500,vacation,DE3994883314681924,male : single,YES
9304,25/1/1978,3597.46,11/3/2014,9/11/2014,6000,others,CH3062001939120702,female : single,YES
9305,22/10/1950,5410.9,21/11/2015,20/1/2017,1000,car (used),DE5944070302607585,male : single,YES
9306,19/7/1942,2117.39,16/7/2013,16/6/2014,1500,domestic appliances,CH3324317832738063,None,YES
9307,1/7/1941,3386.17,1/6/2017,30/1/2018,1000,others,DE8970880672377421,female : single,YES
9308,17/10/1943,16112.5,11/12/2014,12/7/2015,3000,business,DE8316903099322472,female : divorced/separated/married,YES
9309,1/1/1900,3355.61,20/7/2013,19/8/2014,1000,car (new),DE2228041450090859,female : divorced/separated/married,YES
9310,12/8/1944,2872.16,7/12/2017,7/1/2019,500,retraining,DE9184983946130959,None,YES
9311,11/5/1994,1765.2,3/9/2013,3/6/2015,6000,radio/television,DE7156318297012299,female : single,YES
9312,6/10/1975,2475.11,19/11/2015,20/7/2017,6000,busines,CH5459658245528545,male : single,YES
9313,22/7/1985,2547.76,24/7/2017,21/2/2018,10000,others,CH8020225716296227,male : divorced/separated,YES
9314,4/4/1974,3298.21,22/12/2013,23/10/2014,500,car (new),DE5119312258737320,female : single,YES
9315,14/1/1960,2427.29,4/2/2016,6/3/2017,4000,domestic appliances,DE8197806892033326,female : single,YES
9316,11/5/1963,1842.12,17/12/2017,18/8/2019,1000,education,DE6161513748399725,male : married/widowed,YES
9317,4/1/1968,2999.53,24/10/2016,25/3/2017,3000,others,DE5604614786769402,male : married/widowed,YES
9318,27/8/1956,3586.87,23/1/2017,24/8/2018,5000,None,ES2187975614064227,female : single,YES
9319,19/12/1959,2267.0,17/8/2015,17/3/2016,500,retraining,DE7544966541321889,male : divorced/separated,YES
9320,22/8/1987,3018.06,3/1/2014,3/12/2014,1500,vacation,DE3267589373741685,female : divorced/separated/married,YES
9321,11/10/1946,3638.8,4/6/2016,4/5/2017,500,car (new),DE6928940699168121,male : single,YES
9322,13/7/1945,2515.16,2/7/2016,1/11/2016,1500,others,DE1600018446086744,male : divorced/separated,YES
9323,29/12/1979,2595.72,19/12/2017,20/4/2019,5000,retraining,ES3791199081659071,male : divorced/separated,YES
9324,21/12/1991,-10360.16,4/5/2016,3/1/2017,2000,others,BE8215490124003507,male : divorced/separated,YES
9325,21/6/1981,2089.22,3/8/2014,4/4/2015,3000,repairs,CH5042558375514511,male : single,YES
9326,27/12/1969,3392.13,31/10/2016,31/10/2017,1500,car (new),DE6209590516498148,female : divorced/separated/married,YES
9327,8/1/1952,None,13/5/2016,13/5/2017,3000,others,FR1050864974416040,female : divorced/separated/married,YES
9328,28/11/1969,3140.16,10/3/2013,9/12/2014,4000,others,FR8999814327434637,male : single,YES
9329,16/2/1962,None,12/8/2014,12/12/2014,8000,repairs,FR5483653848963485,female : divorced/separated/married,YES
9330,28/5/1991,2697.41,3/9/2017,3/6/2019,10000,car (new),CH4572983401509214,None,YES
9331,19/9/1955,-6418.14,26/1/2017,27/9/2017,500,retraining,DE6806386434310143,female : divorced/separated/married,YES
9332,9/10/1942,2951.33,12/7/2016,11/10/2017,500,repairs,DE2422019953304116,female : divorced/separated/married,YES
9333,22/5/1954,1514.69,6/5/2013,5/11/2014,3000,business,FR7228679638281650,male : divorced/separated,YES
9334,27/12/1977,1721.12,15/9/2014,15/4/2016,2000,retraining,CH5024620489692977,male : single,YES
9335,1/10/1984,2506.68,19/11/2013,19/11/2013,6000,business,CH5647861189993493,None,YES
9336,28/11/1949,2276.73,31/12/2015,30/12/2017,4000,radio/television,ES2887455455998307,female : single,YES
9337,10/11/1977,2608.72,27/3/2015,27/7/2015,3000,repairs,DE4485035542841303,male : single,YES
9338,27/6/1976,3930.92,30/3/2013,29/12/2014,10000,repairs,BE747203468306681,female : divorced/separated/married,YES
9339,22/6/1997,2874.46,15/1/2014,16/8/2015,2000,None,CH7918665065900356,female : divorced/separated/married,YES
9340,16/7/1950,2778.91,27/9/2016,27/1/2017,2000,furniture/equipment,DE3626159780980218,None,YES
9341,18/5/1981,4130.22,24/4/2015,22/1/2016,1000,busines,DE3495700284326466,male : married/widowed,NO
9342,18/3/1970,4109.26,14/1/2014,15/4/2015,1500,car (new),DE3943404590991799,female : divorced/separated/married,YES
9343,19/10/1972,1562.16,28/11/2016,29/7/2017,3000,radio/television,BE7205255436096268,male : married/widowed,YES
9344,18/7/1986,None,13/12/2016,14/3/2018,5000,business,FR7781149404750434,female : single,YES
9345,12/2/1948,4924.22,5/8/2013,4/9/2013,1500,retraining,CH9084151924894055,male : single,YES
9346,9/11/1975,3059.74,12/7/2013,11/11/2013,500,car (new),FR4366446271427624,female : divorced/separated/married,YES
9347,2/10/1987,2998.49,3/8/2017,2/1/2018,10000,others,DE1930797541606208,female : divorced/separated/married,YES
9348,20/11/1941,None,8/2/2016,8/1/2017,500,None,DE6433378391615590,male : single,YES
9349,12/1/1999,3067.64,30/4/2017,28/1/2018,3000,furniture/equipment,DE7624303073155999,male : single,YES
9350,10/3/1990,1695.42,25/11/2014,25/7/2016,8000,vacation,BE2343787584300953,female : single,YES
9351,16/8/1980,-3.74,14/7/2013,13/9/2014,2000,car (new),CH8679932933904210,male : single,YES
9352,28/6/1989,2765.7,25/1/2017,26/8/2018,8000,repairs,DE9466391481551910,male : married/widowed,YES
9353,8/11/1976,3674.27,4/3/2014,3/11/2014,10000,vacation,BE4371211106387342,None,YES
9354,5/7/1958,2633.51,13/1/2015,14/8/2015,1000,others,DE7785121670418085,male : single,YES
9355,10/8/1989,-5010.83,14/1/2016,14/12/2017,5000,others,DE4829473994124940,female : divorced/separated/married,YES
9356,16/6/1944,2539.48,13/8/2013,12/11/2014,4000,None,CH9637359164347948,None,YES
9357,11/12/1971,12408.37,20/2/2017,22/4/2018,10000,education,FR2542168795361088,female : divorced/separated/married,YES
9358,19/8/1969,2960.49,27/9/2013,27/11/2013,2000,business,DE9850501448440235,female : divorced/separated/married,YES
9359,20/10/1948,2883.69,30/12/2017,30/12/2017,10000,domestic appliances,DE4013817166762252,male : married/widowed,YES
9360,23/2/1942,3763.99,9/6/2013,9/6/2013,2000,repairs,CH6576910729960012,male : divorced/separated,YES
9361,7/12/1995,3183.43,30/11/2017,30/9/2019,500,car (used),DE5622032967693137,female : single,YES
9362,12/6/1960,2409.2,7/2/2015,7/9/2016,2000,car (new),DE2243737558078867,female : divorced/separated/married,YES
9363,11/12/1979,3307.13,6/6/2015,3/2/2017,3000,car (new),BE896968375605307,female : single,YES
9364,12/4/1953,2333.08,4/1/2016,3/1/2018,2000,radio/television,FR5980557998062393,male : single,YES
9365,2/1/1986,3897.53,22/5/2013,22/3/2015,500,others,FR9745295360640836,male : single,YES
9366,13/3/1952,2535.76,15/7/2016,14/8/2017,1000,business,ES8115830564693123,female : divorced/separated/married,YES
9367,15/1/1955,4325.12,7/6/2016,7/6/2018,4000,retraining,CH8661961813968160,male : divorced/separated,YES
9368,24/6/1946,2176.03,7/6/2013,8/7/2014,500,furniture/equipment,DE5763056783301594,female : single,YES
9369,18/10/1978,3578.36,29/8/2016,28/9/2017,3000,car (new),FR5032305775115548,male : single,YES
9370,26/8/1984,1574.67,31/10/2016,30/12/2016,2000,repairs,FR8063912424225159,male : married/widowed,YES
9371,11/9/1991,3034.86,1/2/2014,3/3/2014,5000,radio/television,DE3266379955805092,male : single,YES
9372,15/7/1982,-35.91,29/11/2017,30/8/2019,2000,car (new),ES2632693592855335,None,YES
9373,28/9/1942,1579.11,11/3/2017,10/10/2017,5000,retraining,DE6567936661331234,female : single,YES
9374,13/1/1967,4835.9,21/10/2013,22/4/2015,2000,retraining,FR1940037949603399,male : divorced/separated,YES
9375,19/3/1998,None,1/6/2017,31/8/2017,1000,domestic appliances,FR6295767946384848,male : single,YES
9376,14/8/1959,2078.2,3/4/2016,3/4/2017,10000,vacation,FR7984116025181378,male : divorced/separated,YES
9377,26/11/1973,3724.92,21/1/2015,22/4/2015,5000,furniture/equipment,DE5124143125784581,male : single,YES
9378,20/3/1987,20235.71,5/9/2017,6/5/2018,10000,retraining,BE8873608242786246,male : single,YES
9379,9/5/1976,2291.03,11/11/2017,11/1/2019,8000,others,FR7495153086533746,female : divorced/separated/married,YES
9380,6/12/1941,3157.17,10/6/2017,10/7/2018,5000,others,ES793834613173430,male : single,YES
9381,2/7/1999,2788.45,26/8/2017,26/10/2017,4000,business,DE8677282997923664,female : divorced/separated/married,NO
9382,3/1/1943,3637.97,29/10/2017,28/11/2018,5000,business,BE865844415294429,female : single,YES
9383,26/8/1948,2691.76,5/11/2013,5/9/2014,2000,education,CH3439187009453367,male : single,YES
9384,23/7/1957,2180.52,25/1/2017,25/1/2019,2000,education,CH2527519036767149,female : divorced/separated/married,NO
9385,3/6/1949,4468.87,10/3/2013,8/2/2015,3000,radio/television,DE1984885979763308,male : single,YES
9386,4/7/1971,3494.15,15/1/2017,17/3/2018,6000,repairs,BE7234009444555141,male : single,NO
9387,11/3/1951,3468.07,12/12/2013,12/6/2014,6000,repairs,DE4564483778677263,male : single,YES
9388,25/1/1978,1313.28,25/7/2013,23/1/2015,2000,others,DE6730022385045450,male : divorced/separated,YES
9389,29/12/1969,2334.39,21/11/2015,20/11/2017,5000,domestic appliances,BE8132872446594357,female : divorced/separated/married,YES
9390,16/3/1985,2128.93,5/1/2013,5/8/2014,3000,car (used),DE8361537922647336,female : single,None
9391,6/8/1972,4349.14,8/3/2015,7/4/2015,1500,retraining,CH4035424942520366,male : divorced/separated,YES
9392,5/2/1983,None,4/11/2013,5/3/2015,1000,business,DE5482029209748268,male : divorced/separated,YES
9393,9/9/1964,3469.85,11/12/2013,11/11/2016,4000,retraining,CH5338956745318871,female : divorced/separated/married,YES
9394,11/5/1972,1506.06,21/10/2015,20/9/2017,1500,car (new),DE5034381732607812,male : single,YES
9395,3/5/1943,1124.36,19/9/2013,19/9/2013,3000,others,DE1591656134230702,male : single,YES
9396,12/12/1940,21982.16,16/4/2013,16/8/2014,2000,car (new),BE9529286942067232,male : divorced/separated,YES
9397,18/2/1999,20767.98,11/3/2013,9/9/2013,2000,domestic appliances,DE4514350536682068,None,YES
9398,5/11/1943,1868.08,18/2/2017,20/4/2018,1000,domestic appliances,DE9638305374806348,male : single,YES
9399,6/1/1994,3054.07,26/10/2017,26/12/2018,500,car (used),FR3860278255839417,female : single,YES
9400,12/3/1947,3331.01,8/12/2013,9/8/2014,3000,car (new),DE2261336736829535,male : divorced/separated,YES
9401,6/1/1960,2878.14,2/6/2013,2/12/2013,500,car (new),BE4532394491099711,female : single,YES
9402,18/5/1994,4149.31,1/8/2014,30/11/2015,8000,retraining,DE7453520532764587,male : single,YES
9403,29/6/1998,1879.06,1/6/2015,31/3/2017,5000,domestic appliances,DE9577758449796780,None,YES
9404,12/6/1998,1335.01,3/6/2013,3/8/2014,3000,others,DE5020407895587560,None,YES
9405,23/9/1946,3046.37,15/5/2015,15/8/2015,2000,busines,DE9340579106112674,female : single,YES
9406,19/4/1956,2710.22,22/6/2014,22/12/2014,1000,repairs,DE4118219353936511,female : single,YES
9407,15/12/1992,2866.29,26/12/2016,26/8/2018,1000,others,CH9478877424632209,male : married/widowed,None
9408,28/7/1947,12170.52,17/6/2017,16/11/2017,2000,others,DE8121688622187578,male : divorced/separated,YES
9409,10/7/1977,3687.93,2/11/2014,2/8/2016,10000,repairs,ES8761201561453645,female : single,YES
9410,5/3/1955,4701.45,8/1/2017,8/1/2017,4000,others,DE8953720625797336,male : single,None
9411,19/1/1981,5215.5,4/6/2013,3/1/2014,1500,None,DE4787677931633330,None,YES
9412,1/11/1962,1594.27,21/6/2016,21/7/2016,8000,repairs,CH9053865209441190,female : single,YES
9413,16/1/1988,12551.25,6/3/2017,4/1/2019,3000,car (new),CH6382814099035130,female : divorced/separated/married,YES
9414,28/10/1940,11512.03,5/7/2016,7/9/2013,10000,radio/television,FR2568053689530352,None,YES
9415,12/12/1940,1415.38,19/8/2017,19/4/2018,3000,retraining,DE8314235059377351,male : divorced/separated,YES
9416,21/9/1953,3607.22,13/9/2017,12/2/2019,8000,others,DE6854274083471681,female : divorced/separated/married,YES
9417,9/5/1940,2289.71,14/3/2015,14/8/2015,4000,retraining,FR3236684368439394,female : single,YES
9418,1/1/1900,3340.5,19/9/2017,20/7/2019,2000,retraining,FR1668886591269023,male : single,YES
9419,16/12/1940,5596.19,6/2/2015,8/6/2015,2000,education,DE5031051144776805,male : married/widowed,YES
9420,28/6/1987,None,17/2/2013,18/9/2013,2000,education,CH9037996523359680,male : single,YES
9421,4/2/1947,2005.57,15/10/2016,16/4/2018,1000,car (new),DE1078105675554971,male : married/widowed,YES
9422,9/12/1945,-10621.8,12/8/2017,12/8/2018,4000,car (new),DE1974459734455294,female : single,YES
9423,17/1/1959,None,10/10/2013,9/2/2014,5000,others,DE6575889884894014,male : divorced/separated,YES
9424,3/1/1978,None,6/5/2013,5/12/2014,4000,education,BE7103975114820766,male : single,YES
9425,13/11/1969,1533.55,16/5/2016,16/6/2017,5000,repairs,FR8478220621853967,None,YES
9426,10/1/1985,-5922.56,21/1/2016,20/12/2016,6000,vacation,DE8644264479854212,male : divorced/separated,YES
9427,12/3/1979,2490.35,6/1/2013,7/6/2013,8000,vacation,DE5586062689691424,female : divorced/separated/married,YES
9428,24/9/1998,3910.57,17/3/2014,15/1/2015,2000,None,DE750654039664447,None,YES
9429,27/5/1997,5810.44,1/10/2015,1/12/2015,1500,others,BE9207428660547984,male : divorced/separated,YES
9430,8/6/1963,None,9/5/2015,6/2/2017,4000,car (used),DE730175532761903,None,YES
9431,4/12/1981,5251.2,9/9/2016,17/11/2014,8000,business,DE9877879859500593,male : single,YES
9432,11/11/1967,25493.18,14/1/2017,15/8/2017,2000,business,DE141093837819084,male : divorced/separated,YES
9433,10/11/1957,3701.18,28/11/2013,28/9/2015,500,domestic appliances,CH8196186005545836,male : single,YES
9434,8/1/1951,None,4/8/2016,4/6/2018,500,busines,ES9660690877661150,female : divorced/separated/married,YES
9435,18/4/1947,2301.12,23/6/2013,23/6/2015,3000,None,DE3441510613532093,None,YES
9436,27/9/1943,3401.0,14/4/2015,13/7/2016,10000,education,CH3125711539405024,female : divorced/separated/married,YES
9437,16/5/1987,5094.75,6/9/2015,7/12/2015,3000,repairs,FR6940206814377382,None,YES
9438,4/8/1998,4081.49,9/6/2016,8/11/2016,8000,business,DE7431849702025874,male : married/widowed,YES
9439,20/7/1995,3449.71,17/10/2013,16/11/2013,10000,furniture/equipment,BE2063761585232617,female : divorced/separated/married,YES
9440,9/10/1952,None,22/12/2013,22/9/2014,1000,domestic appliances,FR1234740324176932,None,YES
9441,8/10/1998,1767.22,26/12/2017,27/7/2018,4000,domestic appliances,ES3901763387180425,male : married/widowed,YES
9442,7/4/1963,1839.27,30/3/2013,28/12/2013,500,vacation,BE1317676813622665,male : single,YES
9443,14/8/1988,2608.71,5/10/2017,6/4/2019,1500,None,DE8337549163487452,female : divorced/separated/married,NO
9444,12/12/1984,3090.6,28/3/2014,28/5/2014,10000,vacation,CH2509349349367295,male : married/widowed,YES
9445,13/11/1993,4496.12,27/1/2017,27/11/2018,10000,furniture/equipment,CH8940899984145325,female : single,YES
9446,22/12/1968,2500.24,21/8/2016,21/8/2017,3000,car (new),DE1896735373878251,male : married/widowed,YES
9447,7/3/1991,3060.42,27/2/2016,27/9/2016,10000,vacation,BE1212314879361016,male : married/widowed,NO
9448,12/11/1972,3359.64,29/7/2015,28/1/2016,2000,car (new),ES4701816906191817,female : divorced/separated/married,YES
9449,25/9/1942,2468.76,4/12/2016,5/7/2017,3000,repairs,DE9312155050812510,female : divorced/separated/married,YES
9450,8/1/1953,1600.18,30/11/2015,30/11/2015,3000,None,DE251000202172164,female : single,YES
9451,11/6/1941,3392.07,15/2/2014,17/5/2014,1000,radio/television,ES6984865181520089,male : divorced/separated,YES
9452,17/1/1957,4034.09,6/6/2017,5/2/2018,2000,busines,ES7405860937097157,female : divorced/separated/married,YES
9453,12/12/1961,3143.88,30/4/2013,29/1/2015,2000,others,DE4015833119413838,male : divorced/separated,YES
9454,15/3/1985,21507.61,26/11/2014,26/2/2015,1000,education,DE6623609748423258,male : married/widowed,YES
9455,20/1/1995,2802.89,15/9/2014,15/7/2016,2000,car (new),DE6310448664140678,None,YES
9456,2/9/1950,3801.1,13/5/2015,13/7/2015,1000,repairs,DE4583329287454851,female : divorced/separated/married,NO
9457,17/8/1968,3122.66,30/4/2013,30/7/2013,2000,others,FR7705513100920146,female : divorced/separated/married,YES
9458,12/3/1972,None,17/6/2014,17/8/2014,1000,retraining,CH6661251329172299,female : single,YES
9459,13/12/1957,2947.39,23/1/2013,22/2/2013,8000,business,CH2487124122808204,None,YES
9460,14/11/1999,2048.47,23/7/2016,21/2/2017,5000,others,DE6772453601402238,female : single,YES
9461,6/12/1970,5944.52,22/10/2015,20/2/2017,5000,retraining,DE3797284717563385,male : married/widowed,YES
9462,29/10/1951,2605.81,11/10/2015,11/7/2016,5000,retraining,ES4447590350207686,None,YES
9463,27/12/1999,2364.1,11/5/2014,10/4/2015,5000,others,BE9711275525915170,female : divorced/separated/married,YES
9464,16/2/1977,2942.0,2/10/2015,1/10/2016,3000,retraining,CH2552631120110889,None,YES
9465,16/11/1942,3324.2,18/3/2017,16/11/2017,500,radio/television,CH357945084189410,female : single,YES
9466,29/3/1991,1603.25,19/12/2015,17/2/2017,1000,car (new),DE1707448129447650,male : divorced/separated,YES
9467,5/2/1945,3818.88,7/9/2014,7/11/2015,10000,radio/television,DE6717889750605328,male : married/widowed,YES
9468,4/7/1992,3122.69,30/8/2014,30/3/2016,4000,business,CH7094595231127211,None,YES
9469,11/7/1959,2040.63,31/5/2017,30/7/2018,4000,repairs,CH2684512563113272,None,YES
9470,25/3/1944,1767.43,11/2/2015,13/7/2015,6000,car (used),FR3890944704191922,male : divorced/separated,NO
9471,10/10/1998,1566.13,21/10/2016,21/10/2016,3000,education,DE7594372853436202,None,YES
9472,4/8/1970,4201.86,16/12/2014,17/3/2015,3000,repairs,DE7214244916693510,male : single,YES
9473,31/5/1980,None,26/3/2017,25/8/2017,8000,repairs,FR2135375015433362,female : single,YES
9474,13/3/1995,3014.61,16/3/2014,14/1/2016,1500,None,FR3092592478188526,female : divorced/separated/married,YES
9475,9/8/1975,3704.45,19/9/2013,20/7/2014,1000,business,CH8870798111939600,female : single,YES
9476,28/6/1955,2017.17,25/6/2013,24/12/2014,1000,others,DE2050552012680517,male : married/widowed,YES
9477,8/10/1951,2490.74,26/2/2015,26/11/2016,1500,business,FR1845424806503832,female : single,YES
9478,25/6/1953,15464.93,27/6/2013,26/9/2014,8000,domestic appliances,CH3627588881597557,None,YES
9479,6/9/1957,3171.06,27/7/2015,25/2/2016,500,business,ES4757456952662769,female : divorced/separated/married,NO
9480,9/11/1969,3422.94,19/12/2014,19/10/2016,10000,None,FR3122652913644453,female : single,YES
9481,19/5/1949,13150.62,20/12/2016,21/7/2017,1000,car (new),DE6975112261428156,female : single,YES
9482,7/11/1972,None,3/11/2013,4/8/2015,8000,None,DE6709258003910977,male : married/widowed,YES
9483,17/10/1949,3513.89,14/7/2015,14/7/2015,8000,repairs,FR1008144298757142,male : divorced/separated,YES
9484,21/9/1973,None,4/5/2016,4/4/2018,2000,retraining,DE2232518190496789,None,YES
9485,8/7/1941,1542.88,17/4/2017,16/11/2018,5000,car (new),DE6092459720720829,male : divorced/separated,YES
9486,4/7/1976,None,26/6/2015,24/11/2016,10000,radio/television,DE7462181978835303,female : single,YES
9487,4/7/1948,1869.68,6/5/2016,6/3/2017,1500,busines,FR2037026499809674,male : divorced/separated,YES
9488,23/3/1964,None,25/7/2013,24/1/2014,4000,car (used),BE2453721271345195,male : married/widowed,YES
9489,29/1/1944,2110.72,6/6/2017,6/4/2019,10000,radio/television,DE1433193011582108,male : single,YES
9490,5/2/1953,2648.2,16/7/2016,16/4/2017,5000,others,CH4328010905762456,male : married/widowed,YES
9491,17/1/1941,4130.57,4/5/2017,3/10/2017,5000,others,ES6526164563374707,male : single,YES
9492,24/5/1970,16801.66,30/4/2013,29/11/2014,1000,None,DE2510509673765907,None,YES
9493,23/6/1965,1523.99,10/9/2013,10/1/2014,8000,furniture/equipment,FR849817093987158,female : divorced/separated/married,NO
9494,4/8/1951,None,3/11/2016,5/7/2018,10000,domestic appliances,ES7714220634176291,male : married/widowed,YES
9495,5/3/1960,4032.8,2/4/2015,2/3/2016,10000,radio/television,CH4665503480368820,female : single,YES
9496,10/5/1941,2955.2,30/7/2016,29/11/2017,500,car (new),ES7505922015381347,None,YES
9497,5/3/1985,2940.28,15/7/2015,13/6/2017,500,repairs,DE9623766290494375,None,YES
9498,27/9/1957,1300.25,26/7/2017,26/7/2018,1000,retraining,FR878566127367935,female : divorced/separated/married,YES
9499,2/8/1944,2615.4,6/5/2017,5/12/2018,2000,repairs,DE6360342058905047,None,YES
9500,1/7/1958,2186.81,17/9/2014,16/9/2016,1500,retraining,BE4338230834764142,female : single,YES
9501,1/9/1964,3665.82,24/5/2017,23/9/2017,5000,others,DE8582588798662657,male : divorced/separated,YES
9502,6/9/1955,2664.72,11/7/2014,10/5/2016,3000,car (new),DE5438133456892392,male : divorced/separated,YES
9503,4/9/1949,3589.36,15/8/2015,14/9/2015,500,repairs,CH1315634086690141,female : single,YES
9504,3/11/1997,2645.08,24/4/2014,23/10/2014,4000,domestic appliances,FR2039202578041201,male : divorced/separated,YES
9505,10/8/1951,4588.4,15/6/2013,15/8/2014,4000,repairs,BE9272843163579292,male : divorced/separated,YES
9506,19/6/1994,2833.23,13/3/2016,13/6/2017,5000,business,DE2173345976972430,None,YES
9507,9/3/1977,2962.57,18/12/2013,19/5/2015,1500,domestic appliances,FR5712973891563304,None,YES
9508,6/5/1977,4194.11,24/10/2016,24/4/2017,3000,business,FR5363545095344306,female : divorced/separated/married,YES
9509,21/1/1971,None,27/11/2016,26/2/2018,2000,None,DE1627578358228712,male : divorced/separated,YES
9510,18/1/1966,8023.52,13/2/2014,14/8/2014,1500,None,FR7615682120118630,male : divorced/separated,YES
9511,28/8/1951,None,1/9/2017,1/1/2019,5000,furniture/equipment,CH6574779316585586,female : divorced/separated/married,YES
9512,11/7/1995,2539.3,10/11/2015,10/4/2016,500,others,CH6357859653230193,female : divorced/separated/married,YES
9513,27/10/1968,3375.22,23/9/2016,23/8/2018,10000,business,DE3102179879578897,None,YES
9514,6/1/1972,3529.38,6/7/2017,5/9/2017,8000,car (used),CH8910105771869348,male : single,YES
9515,23/2/1968,1555.72,14/7/2015,13/12/2015,500,car (new),DE7296027197862218,female : single,YES
9516,5/6/1973,1100.44,5/4/2014,4/9/2014,5000,business,ES8680285867384426,male : married/widowed,YES
9517,14/2/1983,2909.24,5/1/2014,5/9/2015,1000,car (new),DE2234018217887159,female : single,YES
9518,1/10/1999,1397.16,21/1/2013,22/8/2013,4000,None,CH3526363331726575,male : married/widowed,YES
